,id,premium,name,department,has_test,response_letter_required,area,salary,type,address,response_url,sort_point_distance,published_at,created_at,archived,apply_alternate_url,show_logo_in_search,insider_interview,url,alternate_url,relations,employer,snippet,contacts,schedule,working_days,working_time_intervals,working_time_modes,accept_temporary,professional_roles,accept_incomplete_resumes,experience,employment,adv_response_url,is_adv_vacancy,adv_context
0,103690552,False,FrontEnd Разработчик (React + TypeScript),,False,False,"{'id': '4', 'name': 'Новосибирск', 'url': 'https://api.hh.ru/areas/4'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2024-07-11T09:49:59+0300,2024-07-11T09:49:59+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=103690552,,,https://api.hh.ru/vacancies/103690552?host=hh.ru,https://hh.ru/vacancy/103690552,[],"{'id': '4914081', 'name': 'Диплей', 'url': 'https://api.hh.ru/employers/4914081', 'alternate_url': 'https://hh.ru/employer/4914081', 'logo_urls': {'240': 'https://img.hhcdn.ru/employer-logo/6609774.png', '90': 'https://img.hhcdn.ru/employer-logo/6609773.png', 'original': 'https://img.hhcdn.ru/employer-logo-original/1247336.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=4914081', 'accredited_it_employer': True, 'trusted': True}","{'requirement': 'Уверенные знания JavaScript, HTML и CSS. Сильные знания и опыт работы с TypeScript. Уверенные знания хуков и состояний компонентов. ', 'responsibility': 'TypeScript. React(с использованием хуков). Mobx. Webpack. CSS: Модульный SCSS. Дизайн-система: Carbon. Task Manager: Jira. Контроль версий: Github. '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,"[{'id': '96', 'name': 'Программист, разработчик'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}",,False,
1,103690678,False,FrontEnd Разработчик (React + TypeScript),,False,False,"{'id': '2', 'name': 'Санкт-Петербург', 'url': 'https://api.hh.ru/areas/2'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2024-07-11T09:51:40+0300,2024-07-11T09:51:40+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=103690678,,,https://api.hh.ru/vacancies/103690678?host=hh.ru,https://hh.ru/vacancy/103690678,[],"{'id': '4914081', 'name': 'Диплей', 'url': 'https://api.hh.ru/employers/4914081', 'alternate_url': 'https://hh.ru/employer/4914081', 'logo_urls': {'240': 'https://img.hhcdn.ru/employer-logo/6609774.png', '90': 'https://img.hhcdn.ru/employer-logo/6609773.png', 'original': 'https://img.hhcdn.ru/employer-logo-original/1247336.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=4914081', 'accredited_it_employer': True, 'trusted': True}","{'requirement': 'Уверенные знания JavaScript, HTML и CSS. Сильные знания и опыт работы с TypeScript. Уверенные знания хуков и состояний компонентов. ', 'responsibility': 'TypeScript. React(с использованием хуков). Mobx. Webpack. CSS: Модульный SCSS. Дизайн-система: Carbon. Task Manager: Jira. Контроль версий: Github. '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,"[{'id': '96', 'name': 'Программист, разработчик'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}",,False,
2,103649138,False,Deputy General Director of Logistics,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2024-07-10T13:16:30+0300,2024-07-10T13:16:30+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=103649138,,,https://api.hh.ru/vacancies/103649138?host=hh.ru,https://hh.ru/vacancy/103649138,[],"{'id': '1689274', 'name': 'СОКАР РУС', 'url': 'https://api.hh.ru/employers/1689274', 'alternate_url': 'https://hh.ru/employer/1689274', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/261157.jpg', '90': 'https://img.hhcdn.ru/employer-logo/1487158.jpeg', '240': 'https://img.hhcdn.ru/employer-logo/1487159.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=1689274', 'accredited_it_employer': False, 'trusted': True}","{'requirement': None, 'responsibility': 'Develop and maintain comprehensive reporting systems to monitor logistics performance metrics, facilitating <highlighttext>data</highlighttext>-driven. Decision-making. Identify potential risks in...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,"[{'id': '40', 'name': 'Другое'}]",False,"{'id': 'moreThan6', 'name': 'Более 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}",,False,
3,97453669,False,Supply Chain Manager / Менеджер отдела логистики,"{'id': '4949-4949-young', 'name': '«Procter & Gamble», Молодой специалист'}",False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 155000, 'to': None, 'currency': 'RUR', 'gross': True}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Ленинградское шоссе', 'building': '16ас2', 'lat': 55.821573, 'lng': 37.498725, 'description': None, 'raw': 'Москва, Ленинградское шоссе, 16ас2', 'metro': {'station_name': 'Войковская', 'line_name': 'Замоскворецкая', 'station_id': '2.30', 'line_id': '2', 'lat': 55.818923, 'lng': 37.497791}, 'metro_stations': [{'station_name': 'Войковская', 'line_name': 'Замоскворецкая', 'station_id': '2.30', 'line_id': '2', 'lat': 55.818923, 'lng': 37.497791}], 'id': '151759'}",,,2024-07-03T10:54:58+0300,2024-07-03T10:54:58+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=97453669,,,https://api.hh.ru/vacancies/97453669?host=hh.ru,https://hh.ru/vacancy/97453669,[],"{'id': '4949', 'name': 'Procter & Gamble', 'url': 'https://api.hh.ru/employers/4949', 'alternate_url': 'https://hh.ru/employer/4949', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/367861.jpg', '90': 'https://img.hhcdn.ru/employer-logo/1913702.jpeg', '240': 'https://img.hhcdn.ru/employer-logo/1913703.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=4949', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'The job requires you to be based in Russia. Any higher education degree or final months of the graduation year. ', 'responsibility': 'Continuous improvement and synchronization of complex supply chains based on deep <highlighttext>data</highlighttext> analysis of inventory, service, market trends, sales. '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,"[{'id': '40', 'name': 'Другое'}]",True,"{'id': 'noExperience', 'name': 'Нет опыта'}","{'id': 'full', 'name': 'Полная занятость'}",,False,
4,103616789,False,QA-engineer/тестировщик,,True,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2024-07-09T22:37:54+0300,2024-07-09T22:37:54+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=103616789,,,https://api.hh.ru/vacancies/103616789?host=hh.ru,https://hh.ru/vacancy/103616789,[],"{'id': '3919', 'name': 'Navicon', 'url': 'https://api.hh.ru/employers/3919', 'alternate_url': 'https://hh.ru/employer/3919', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/634014.jpg', '90': 'https://img.hhcdn.ru/employer-logo/2977208.jpeg', '240': 'https://img.hhcdn.ru/employer-logo/2977209.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=3919', 'accredited_it_employer': True, 'trusted': True}","{'requirement': 'Java 8-11, Spring 5, SpringBoot 2, Spring JPA, Hibernate, PostgreSQL. — умение работать с задачами и KANBAN-досками. — ', 'responsibility': 'В нашем бизнес-подразделении Utrace разработано собственное решение для маркировки и отслеживания движения товаров от производителя до конечного покупателя. '}",,"{'id': 'remote', 'name': 'Удаленная работа'}",[],[],[],True,"[{'id': '124', 'name': 'Тестировщик'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}",,False,
5,103609955,False,Стажер Аналитик Хранилища данных/Инженер по качеству данных,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2024-07-09T17:24:34+0300,2024-07-09T17:24:34+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=103609955,True,,https://api.hh.ru/vacancies/103609955?host=hh.ru,https://hh.ru/vacancy/103609955,[],"{'id': '9352463', 'name': 'X5 Tech', 'url': 'https://api.hh.ru/employers/9352463', 'alternate_url': 'https://hh.ru/employer/9352463', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/1076836.jpg', '240': 'https://img.hhcdn.ru/employer-logo/5927974.jpeg', '90': 'https://img.hhcdn.ru/employer-logo/5927973.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=9352463', 'accredited_it_employer': True, 'trusted': True}","{'requirement': 'Аналитический склад ума. Высокий уровень SQL и наличие опыта его применения (join, группировки, фильтрация по агрегатам, аналитические функции). ', 'responsibility': 'Проектирование модели данных (ER modeling, <highlighttext>Data</highlighttext> Vault 2.0, Dimensional modeling). Подготовка документации, в том числе требований к разработке и...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,"[{'id': '156', 'name': 'BI-аналитик, аналитик данных'}]",False,"{'id': 'noExperience', 'name': 'Нет опыта'}","{'id': 'full', 'name': 'Полная занятость'}",,False,
6,103525804,False,Инженер по качеству / Manufacturing Engineer,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 200000, 'to': None, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}",,,,2024-07-08T16:48:02+0300,2024-07-08T16:48:02+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=103525804,,,https://api.hh.ru/vacancies/103525804?host=hh.ru,https://hh.ru/vacancy/103525804,[],"{'id': '2797311', 'name': 'ФуззМи', 'url': 'https://api.hh.ru/employers/2797311', 'alternate_url': 'https://hh.ru/employer/2797311', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/629752.png', '90': 'https://img.hhcdn.ru/employer-logo/2960160.png', '240': 'https://img.hhcdn.ru/employer-logo/2960161.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=2797311', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Знание технических систем, связанных с электроникой и механической сборкой. <highlighttext>Data</highlighttext>-driven подход при решение проблем и поставленных задач. ', 'responsibility': 'Мы являемся ведущим брендом носимой электроники для измерения состава тела. В нашей компании, стремимся создавать инновационные продукты, которые помогают людям...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],True,"[{'id': '44', 'name': 'Инженер по качеству'}]",False,"{'id': 'between3And6', 'name': 'От 3 до 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}",,False,
7,98794767,False,QA engineer (удаленно),,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2024-07-08T08:48:37+0300,2024-07-08T08:48:37+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=98794767,True,,https://api.hh.ru/vacancies/98794767?host=hh.ru,https://hh.ru/vacancy/98794767,[],"{'id': '12034', 'name': 'Межрегиональный ТранзитТелеком (АО МТТ)', 'url': 'https://api.hh.ru/employers/12034', 'alternate_url': 'https://hh.ru/employer/12034', 'logo_urls': {'90': 'https://img.hhcdn.ru/employer-logo/1003319.jpeg', '240': 'https://img.hhcdn.ru/employer-logo/1003320.jpeg', 'original': 'https://img.hhcdn.ru/employer-logo-original/229471.jpg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=12034', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Опыт аналогичной работы от 2х лет. Опыт тестирования API (http, grpc). Знание инструментов, методик и подходов к тестированию ПО...', 'responsibility': 'Проведение функционального, регрессионного, интеграционного тестирования.(backend). Разработка новой и поддержка существующей тестовой документации (тест-планы, чек-листы, тест-кейсы). '}",,"{'id': 'remote', 'name': 'Удаленная работа'}",[],[],[],False,"[{'id': '124', 'name': 'Тестировщик'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}",,False,
8,96872369,False,Backend (Python) Developer,,False,False,"{'id': '2', 'name': 'Санкт-Петербург', 'url': 'https://api.hh.ru/areas/2'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Санкт-Петербург', 'street': 'Малая Конюшенная улица', 'building': '1-3', 'lat': 59.938685, 'lng': 30.325696, 'description': None, 'raw': 'Санкт-Петербург, Малая Конюшенная улица, 1-3', 'metro': None, 'metro_stations': [], 'id': '7011208'}",,,2024-06-17T09:51:38+0300,2024-06-17T09:51:38+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=96872369,,,https://api.hh.ru/vacancies/96872369?host=hh.ru,https://hh.ru/vacancy/96872369,[],"{'id': '5566914', 'name': 'KAMAZ DIGITAL', 'url': 'https://api.hh.ru/employers/5566914', 'alternate_url': 'https://hh.ru/employer/5566914', 'logo_urls': {'240': 'https://img.hhcdn.ru/employer-logo/6312483.jpeg', '90': 'https://img.hhcdn.ru/employer-logo/6312482.jpeg', 'original': 'https://img.hhcdn.ru/employer-logo-original/1173014.jpg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=5566914', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Минимум бюрократии. Самостоятельный подход к решению кейсов. Работу в agile-методологии. Возможность реализовать себя.', 'responsibility': '...UX/UI-дизайнер, специалисты тех поддержки, команда <highlighttext>Data</highlighttext> Science и, конечно, DevOps-<highlighttext>инженер</highlighttext>. Самостоятельно разрабатывать сложные компоненты системы. '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,"[{'id': '96', 'name': 'Программист, разработчик'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}",,False,
9,103300125,False,Frontend (React/NextJS) разработчик,,False,False,"{'id': '2', 'name': 'Санкт-Петербург', 'url': 'https://api.hh.ru/areas/2'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Санкт-Петербург', 'street': 'Ленинский проспект', 'building': '160', 'lat': 59.852384, 'lng': 30.301055, 'description': None, 'raw': 'Санкт-Петербург, Ленинский проспект, 160', 'metro': {'station_name': 'Московская', 'line_name': 'Московско-Петроградская', 'station_id': '15.224', 'line_id': '15', 'lat': 59.848873, 'lng': 30.321483}, 'metro_stations': [{'station_name': 'Московская', 'line_name': 'Московско-Петроградская', 'station_id': '15.224', 'line_id': '15', 'lat': 59.848873, 'lng': 30.321483}], 'id': '1456550'}",,,2024-07-04T15:14:57+0300,2024-07-04T15:14:57+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=103300125,,,https://api.hh.ru/vacancies/103300125?host=hh.ru,https://hh.ru/vacancy/103300125,[],"{'id': '2101345', 'name': 'Smart Design', 'url': 'https://api.hh.ru/employers/2101345', 'alternate_url': 'https://hh.ru/employer/2101345', 'logo_urls': {'240': 'https://img.hhcdn.ru/employer-logo/1651863.png', 'original': 'https://img.hhcdn.ru/employer-logo-original/302372.png', '90': 'https://img.hhcdn.ru/employer-logo/1651862.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=2101345', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Опыт разработки с использованием Figma и Low Code решений на базе Figma. Знание Python, <highlighttext>data</highlighttext> <highlighttext>engineering</highlighttext>. Знание SQL, Postgres. ', 'responsibility': None}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,"[{'id': '96', 'name': 'Программист, разработчик'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}",,False,
