,id,premium,name,department,has_test,response_letter_required,area,salary,type,address,response_url,sort_point_distance,published_at,created_at,archived,apply_alternate_url,show_logo_in_search,insider_interview,url,alternate_url,relations,employer,snippet,contacts,schedule,working_days,working_time_intervals,working_time_modes,accept_temporary,professional_roles,accept_incomplete_resumes,experience,employment,adv_response_url,is_adv_vacancy,adv_context
0,103641114,False,Python-разработчик,,False,False,"{'id': '3', 'name': 'Екатеринбург', 'url': 'https://api.hh.ru/areas/3'}","{'from': 50000, 'to': 150000, 'currency': 'RUR', 'gross': True}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Екатеринбург', 'street': 'улица Коминтерна', 'building': '16', 'lat': 56.836584, 'lng': 60.654922, 'description': None, 'raw': 'Екатеринбург, улица Коминтерна, 16', 'metro': {'station_name': 'Площадь 1905 года', 'line_name': 'Север-Юг', 'station_id': '48.266', 'line_id': '48', 'lat': 56.837982, 'lng': 60.59734}, 'metro_stations': [{'station_name': 'Площадь 1905 года', 'line_name': 'Север-Юг', 'station_id': '48.266', 'line_id': '48', 'lat': 56.837982, 'lng': 60.59734}], 'id': '15003065'}",,,2024-07-10T11:39:47+0300,2024-07-10T11:39:47+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=103641114,,,https://api.hh.ru/vacancies/103641114?host=hh.ru,https://hh.ru/vacancy/103641114,[],"{'id': '5372366', 'name': 'Теропром', 'url': 'https://api.hh.ru/employers/5372366', 'alternate_url': 'https://hh.ru/employer/5372366', 'logo_urls': {'90': 'https://img.hhcdn.ru/employer-logo/6510233.png', '240': 'https://img.hhcdn.ru/employer-logo/6510234.png', 'original': 'https://img.hhcdn.ru/employer-logo-original/1222448.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=5372366', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Знание основ Git. Знание основ <highlighttext>ETL</highlighttext>. Будут плюсом: навыки <highlighttext>разработки</highlighttext> баз данных. Умение находить нетривиальные решения. Умение самостоятельно определять сроки...', 'responsibility': 'Автоматизация бизнес-процессов через API различных маркетплейсов (OZON, WB, Яндекс Маркет). Заниматься построением связей с данными парсинга поставщиков и маркетплейсами. '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,"[{'id': '96', 'name': 'Программист, разработчик'}]",False,"{'id': 'noExperience', 'name': 'Нет опыта'}","{'id': 'full', 'name': 'Полная занятость'}",,False,
1,85002915,False,Младший разработчик,,True,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Нижний Сусальный переулок', 'building': '5с19', 'lat': 55.759218, 'lng': 37.665704, 'description': None, 'raw': 'Москва, Нижний Сусальный переулок, 5с19', 'metro': {'station_name': 'Курская', 'line_name': 'Кольцевая', 'station_id': '5.71', 'line_id': '5', 'lat': 55.758631, 'lng': 37.661059}, 'metro_stations': [{'station_name': 'Курская', 'line_name': 'Кольцевая', 'station_id': '5.71', 'line_id': '5', 'lat': 55.758631, 'lng': 37.661059}], 'id': '480936'}",,,2024-06-22T14:11:43+0300,2024-06-22T14:11:43+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=85002915,,,https://api.hh.ru/vacancies/85002915?host=hh.ru,https://hh.ru/vacancy/85002915,[],"{'id': '64474', 'name': 'GlowByte', 'url': 'https://api.hh.ru/employers/64474', 'alternate_url': 'https://hh.ru/employer/64474', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/1010776.png', '90': 'https://img.hhcdn.ru/employer-logo/5663880.png', '240': 'https://img.hhcdn.ru/employer-logo/5663881.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=64474', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Обязательные: Высшее IT/техническое образование либо последние курсы государственного технического ВУЗа. Базовое понимание физической модели данных одной из промышленных БД. ', 'responsibility': 'Участие в реализации корпоративных информационно-аналитических систем (DWH/<highlighttext>ETL</highlighttext>/BI) в качестве <highlighttext>разработчика</highlighttext>. Участие в проектировании процессов загрузки данных Extract...'}",,"{'id': 'flexible', 'name': 'Гибкий график'}",[],[],[],False,"[{'id': '96', 'name': 'Программист, разработчик'}]",False,"{'id': 'noExperience', 'name': 'Нет опыта'}","{'id': 'full', 'name': 'Полная занятость'}",,False,
2,101926192,False,Архитектор IT (удаленнно),,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2024-06-24T11:46:31+0300,2024-06-24T11:46:31+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=101926192,,"{'id': '31607', 'url': 'https://hh.ru/interview/31607?employerId=2406247'}",https://api.hh.ru/vacancies/101926192?host=hh.ru,https://hh.ru/vacancy/101926192,[],"{'id': '2406247', 'name': 'Selecty', 'url': 'https://api.hh.ru/employers/2406247', 'alternate_url': 'https://hh.ru/employer/2406247', 'logo_urls': {'90': 'https://img.hhcdn.ru/employer-logo/6750274.jpeg', 'original': 'https://img.hhcdn.ru/employer-logo-original/1282494.jpg', '240': 'https://img.hhcdn.ru/employer-logo/6750275.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=2406247', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Опыт построения интеграционных решений (SOA, микросервисы, <highlighttext>ETL</highlighttext>). Понимание особенностей <highlighttext>разработки</highlighttext> виртуализируемых высоконагруженных, территориально-распределенных систем. Опыт работы с Docker & Kubernetes. ', 'responsibility': 'Проектирование технических решений по реализации бизнес и функциональных требований. Изучать влияние предлагаемых изменений на существующие процессы и интеграции. '}",,"{'id': 'remote', 'name': 'Удаленная работа'}",[],[],[],False,"[{'id': '104', 'name': 'Руководитель группы разработки'}]",False,"{'id': 'between3And6', 'name': 'От 3 до 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}",,False,
3,102438836,False,Дата инженер / Разработчик ETL,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2024-06-21T14:47:46+0300,2024-06-21T14:47:46+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=102438836,,,https://api.hh.ru/vacancies/102438836?host=hh.ru,https://hh.ru/vacancy/102438836,[],"{'id': '1117913', 'name': 'Overtech Consulting Group', 'url': 'https://api.hh.ru/employers/1117913', 'alternate_url': 'https://hh.ru/employer/1117913', 'logo_urls': None, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=1117913', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Понимание технологий стека Hadoop (Hive, Hbase, Spark, Kafka, Greenplum, Teradata, SAS DI и др.). Знание принципов, опыт проектирования с использованием...', 'responsibility': 'Разработка/настройка инфраструктуры. Разработка функциональности обработки больших объемов данных с использованием стека технологий Big Data (Hadoop, Spark, Hive, HBase). '}",,"{'id': 'remote', 'name': 'Удаленная работа'}",[],"[{'id': 'from_four_to_six_hours_in_a_day', 'name': 'Можно работать сменами по\xa04–6 часов в\xa0день'}]",[],True,"[{'id': '96', 'name': 'Программист, разработчик'}]",True,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}",,False,
4,103693197,False,Аналитик данных,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2024-07-11T10:23:29+0300,2024-07-11T10:23:29+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=103693197,True,,https://api.hh.ru/vacancies/103693197?host=hh.ru,https://hh.ru/vacancy/103693197,[],"{'id': '4080', 'name': 'Axenix (ранее Accenture)', 'url': 'https://api.hh.ru/employers/4080', 'alternate_url': 'https://hh.ru/employer/4080', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/1009652.jpg', '90': 'https://img.hhcdn.ru/employer-logo/5659384.jpeg', '240': 'https://img.hhcdn.ru/employer-logo/5659385.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=4080', 'accredited_it_employer': True, 'trusted': True}","{'requirement': '...этой базы данных). Глубокое понимание языка SQL. Работа с Airflow. Знание Python (база). Опыт работы <highlighttext>ETL</highlighttext>-<highlighttext>разработчиком</highlighttext> на проектах DWH.', 'responsibility': 'Настройка ETL-процессов для системы интегрированного планирования. Анализом и оптимизацией выполнения запросов для улучшения производительности и снижения нагрузки на базу...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,"[{'id': '156', 'name': 'BI-аналитик, аналитик данных'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}",,False,
5,103583788,False,Стажер в сектор ИТ-аналитики и архитектуры,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2024-07-09T12:37:31+0300,2024-07-09T12:37:31+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=103583788,True,,https://api.hh.ru/vacancies/103583788?host=hh.ru,https://hh.ru/vacancy/103583788,[],"{'id': '2739341', 'name': 'Mediascope', 'url': 'https://api.hh.ru/employers/2739341', 'alternate_url': 'https://hh.ru/employer/2739341', 'logo_urls': {'240': 'https://img.hhcdn.ru/employer-logo/5484933.png', '90': 'https://img.hhcdn.ru/employer-logo/5484932.png', 'original': 'https://img.hhcdn.ru/employer-logo-original/966623.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=2739341', 'accredited_it_employer': True, 'trusted': True}","{'requirement': 'Владеть навыками написание запросов на SQL среднем уровне. Интерес к работе аналитика. Интерес к работе с DWH. Будет плюсом: базовое...', 'responsibility': 'Проводить финальную проверку корректности работы <highlighttext>ETL</highlighttext>-процессов после того, как <highlighttext>разработка</highlighttext> реализует их. Формировать качественные и количественные характеристики для оценки...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,"[{'id': '10', 'name': 'Аналитик'}]",False,"{'id': 'noExperience', 'name': 'Нет опыта'}","{'id': 'full', 'name': 'Полная занятость'}",,False,
6,91135894,False,Аналитик,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2024-06-20T12:45:07+0300,2024-06-20T12:45:07+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=91135894,True,,https://api.hh.ru/vacancies/91135894?host=hh.ru,https://hh.ru/vacancy/91135894,[],"{'id': '2733062', 'name': 'Лига Цифровой Экономики', 'url': 'https://api.hh.ru/employers/2733062', 'alternate_url': 'https://hh.ru/employer/2733062', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/948220.png', '240': 'https://img.hhcdn.ru/employer-logo/4233417.png', '90': 'https://img.hhcdn.ru/employer-logo/4233416.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=2733062', 'accredited_it_employer': True, 'trusted': True}","{'requirement': 'Умение выстраивать конструктивные коммуникации с Заказчиком, желание разобраться в его потребностях. Навык оформления полученной информации в документацию. Опыт написания функциональных...', 'responsibility': 'Погружаться в бизнес деятельность Банка, практически во все области. Исследовать предметную область, проектировать и согласовывать процесс to-be. '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,"[{'id': '148', 'name': 'Системный аналитик'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}",,False,
7,103486332,False,Аналитик-разработчик,"{'id': 'ozonru-2180-commerce', 'name': 'Ozon Офис и Коммерция'}",False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Пресненская набережная', 'building': '10', 'lat': 55.74723295660558, 'lng': 37.536558290665916, 'description': None, 'raw': 'Москва, Пресненская набережная, 10', 'metro': {'station_name': 'Деловой центр', 'line_name': 'Большая кольцевая линия', 'station_id': '97.603', 'line_id': '97', 'lat': 55.7491, 'lng': 37.5395}, 'metro_stations': [{'station_name': 'Деловой центр', 'line_name': 'Большая кольцевая линия', 'station_id': '97.603', 'line_id': '97', 'lat': 55.7491, 'lng': 37.5395}, {'station_name': 'Деловой центр', 'line_name': 'Солнцевская', 'station_id': '133.468', 'line_id': '133', 'lat': 55.7491, 'lng': 37.5395}, {'station_name': 'Москва-Сити', 'line_name': 'Филевская', 'station_id': '4.179', 'line_id': '4', 'lat': 55.748056, 'lng': 37.532778}], 'id': '1522426'}",,,2024-07-08T11:01:26+0300,2024-07-08T11:01:26+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=103486332,True,,https://api.hh.ru/vacancies/103486332?host=hh.ru,https://hh.ru/vacancy/103486332,[],"{'id': '2180', 'name': 'Ozon', 'url': 'https://api.hh.ru/employers/2180', 'alternate_url': 'https://hh.ru/employer/2180', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/1069622.png', '240': 'https://img.hhcdn.ru/employer-logo/5899118.png', '90': 'https://img.hhcdn.ru/employer-logo/5899117.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=2180', 'accredited_it_employer': True, 'trusted': True}","{'requirement': 'Высшее образование (математическое, экономическое). Опыт работы в роли аналитика/математика/разработчика (от года). Опыт в выстраивании аналитической базы и планирования. ', 'responsibility': 'Разработка <highlighttext>ETL</highlighttext>-пайплайнов с помощью SQL. <highlighttext>Разработка</highlighttext> ML-пайплайнов обучения моделей (scikit-learn, LightGBM, XGBoost, CatBoost). Анализ динамики метрик эффективности...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,"[{'id': '10', 'name': 'Аналитик'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}",,False,
8,102612231,False,Стажер разработчик MS SQL,,False,False,"{'id': '2', 'name': 'Санкт-Петербург', 'url': 'https://api.hh.ru/areas/2'}","{'from': 25000, 'to': None, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Санкт-Петербург', 'street': 'улица Есенина', 'building': '1А', 'lat': 60.027116, 'lng': 30.329433, 'description': None, 'raw': 'Санкт-Петербург, улица Есенина, 1А', 'metro': {'station_name': 'Озерки', 'line_name': 'Московско-Петроградская', 'station_id': '15.211', 'line_id': '15', 'lat': 60.037098, 'lng': 30.321495}, 'metro_stations': [{'station_name': 'Озерки', 'line_name': 'Московско-Петроградская', 'station_id': '15.211', 'line_id': '15', 'lat': 60.037098, 'lng': 30.321495}, {'station_name': 'Удельная', 'line_name': 'Московско-Петроградская', 'station_id': '15.212', 'line_id': '15', 'lat': 60.016697, 'lng': 30.315607}], 'id': '5559788'}",,,2024-07-09T16:50:37+0300,2024-07-09T16:50:37+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=102612231,,,https://api.hh.ru/vacancies/102612231?host=hh.ru,https://hh.ru/vacancy/102612231,[],"{'id': '1302029', 'name': 'Lasmart', 'url': 'https://api.hh.ru/employers/1302029', 'alternate_url': 'https://hh.ru/employer/1302029', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/44577.png', '90': 'https://img.hhcdn.ru/employer-logo/911732.png', '240': 'https://img.hhcdn.ru/employer-logo/911733.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=1302029', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Вакансия доступна для студентов старших курсов, выпускников ВУЗов и начинающих специалистов. Для студентов возможно совмещение с учебой и предоставление документов...', 'responsibility': 'Участие в разработке хранилищ данных (разработка SQL баз данных, написание SQL-запросов, хранимых процедур). Разработка <highlighttext>ETL</highlighttext>-процедур. <highlighttext>Разработка</highlighttext> витрин данных...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,"[{'id': '96', 'name': 'Программист, разработчик'}]",False,"{'id': 'noExperience', 'name': 'Нет опыта'}","{'id': 'full', 'name': 'Полная занятость'}",,False,
9,101658624,False,"Стажер-разработчик ETL, Отдел разработки Хранилища данных, Платформа данных","{'id': 'ozonru-2180-dev', 'name': 'Ozon Информационные технологии'}",False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2024-07-10T16:47:52+0300,2024-07-10T16:47:52+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=101658624,True,,https://api.hh.ru/vacancies/101658624?host=hh.ru,https://hh.ru/vacancy/101658624,[],"{'id': '2180', 'name': 'Ozon', 'url': 'https://api.hh.ru/employers/2180', 'alternate_url': 'https://hh.ru/employer/2180', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/1069622.png', '240': 'https://img.hhcdn.ru/employer-logo/5899118.png', '90': 'https://img.hhcdn.ru/employer-logo/5899117.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=2180', 'accredited_it_employer': True, 'trusted': True}","{'requirement': 'Теоретические знания Баз данных (включая НФ). Базовые навыки SQL (SELECT запросы с WHERE, ORDER BY и GROUP BY). ', 'responsibility': 'Профилировать данные различных областей: продажи, учёт, логистика, маркетинг. Разрабатывать и развивать ETL-системы доставки, очистки и преобразования данных с помощью...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,"[{'id': '40', 'name': 'Другое'}]",True,"{'id': 'noExperience', 'name': 'Нет опыта'}","{'id': 'probation', 'name': 'Стажировка'}",,False,
